ProcCens,ProcObStrat,ProcSemplif,ProcAltreAmmin,ProcPicchiStag,ProcPresCont,ProcCritic,ProcAgile,ProcEstern,LivelloDigit
47,23,28,22,19,15,16,37,39,4.93
